SITE CODE,Location Name,Latitude/Northings,Longitude/Eastings,EPSG Code,Survey Date,Survey Time,Site observations,Survey duration (hrs),Sampler group name *,Number in sampler group,No. of volunteers testing,Water type,Rainfall in last 7 days,Rainfall (mm) (optional),Water level or flow,Rate of Flow (optional),Air Temperature (deg C),Water Temperature (deg C),pH (pH units),Electrical Conductivity (µS/cm),Turbidity (NTUs),Available Phosphate (mg/L),Dissolved Oxygen (mg/L),Dissolved Oxygen (% sat),Faecal Coliforms (CFU/100mL),E. coli (CFU/100mL),Total Phosphate (mg/L),Nitrates (mg/L as N),Did you calibrate your EC meter?,Water Testing Notes/Issues,Photos uploaded,Verifyed by Ingrid,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",13/6/18,1:35 PM,"Overcast cool winter day, little wind. Collection point shaded and cool. ",1,Bellingen Riverwatch,,1,Fresh,Light,,Medium,,16.5,15,7,60,6,0,7.7,76,,,,,true,"I was testing 5 sites and while I fixed all DO samples immediately, I could not complete the testing until the following morning and not sure if this has effected the results",,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",11/9/18,7:37 AM,"Cool still morning, many birds around forest, some increase in flow following recent rainfall.",,Bellingen Riverwatch,1,1,,Moderate,,Medium,,15,14,6.5,70,7,0.03,8.4,81,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",10/10/18,1:45 PM,Warm with  some clouds building to possible storm; creek shaded; clear with good flow which was increased from previous month after rain and storms in recent weeks,,Bellingen Riverwatch,1,1,,Moderate,,Medium,,25,19,6.5,70,7,0.06,7.3,79,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",13/2/19,4:38 PM,"cloudy warm humid afternoon, slight breeze,; 6' carpet python in riparian zone as I was leaving",,Bellingen Riverwatch,1,1,Fresh,Moderate,30,Medium,,26.5,24.5,6.5,60,7,0.12,6.6,80,,,,,true,Nil,,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",10/4/19,8:28 AM,"Cloudy, still, increased water height and flow",,Bellingen Riverwatch,1,1,Fresh,Moderate,,Medium,,18,19,6.5,60,7,0,7.5,81,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",14/5/19,4:00 PM,,,Bellingen Riverwatch,,,,,,,,,,,,,,,,90,,,,false,"Testathon result - tested by Sue Lennox, uploaded by Amy Denshire ",,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",14/5/19,4:00 PM,,,Bellingen Riverwatch,,,,,,,,,,,,,,,,90,,,,false,"Testathon result - tested by Sue Lennox, uploaded by Amy Denshire ",,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",13/8/19,10:36 AM,"Cool, clear and sunny morning, nil wind. Strong winds in previous 2-3 days so lots of leaf litter (live and dead) , twigs, sticks and some branches on the shores and accumulated in the creek. Water appeared clear but it was unusual to observe a noticeable quantity of silt and very fine plant material easily disturbed from rocks and creek bed at the edges. I collected from deeper running water so turbidity does not reflect this. Stock have been back in the adjoining property and have crossing and accessing the stream to drink about 120 m upstream for the past week or so. ",,Bellingen Riverwatch,1,1,Fresh,Light,,Medium,,16.5,12.5,6.5,70,7,0.11,8.4,80,,,,,true,,,,,,,,,,,,,,,,,,,,,
Nn1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",11/9/19,3:23 PM,"Some green and reddish algae on submerged rocks, leaf litter caught in crevices. Still partly cloudy, pool shaded",,Bellingen Riverwatch,1,2,Fresh,Nil,,Low,,19,15,6.5,70,10,0.11,8.2,81,,,,,true,Stock still accessing stream approx. 100 m.  upstream. ,,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",15/1/20,3:51 PM,"Cloud, still, creek low but still flowing, lots leaf litter with creek the previous months water clear but silt on creek bottom.",,Bellingen Riverwatch,,,,,,,,27,23,6.5,70,7,0.06,5.8,68,,,,,,,Yes &  standard January volunteer sampling results,,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",10/3/20,11:56 AM,,1,Bellingen Riverwatch,,1,Freshwater,Moderate,,High,,21.5,19,6,40,10,0.04,8.2,88,,,,,Yes,Tested DO  sample twice as requested. Results were 8.2 mg/L & 8 mg/L,"[https://biocollect.ala.org.au/image?id=20200310_115602.jpg, https://biocollect.ala.org.au/image?id=20200310_115611.jpg, https://biocollect.ala.org.au/image?id=20200310_115614.jpg]",Yes,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",15/4/20,2:21 PM,Clear steady flow. Shareholders with young children have created a rock dam across below the test site to make a deeper swimming hole for their children,1,Bellingen Riverwatch,1,1,Fresh,Nil,,Medium,,25,20,6,60,10,0.11,7.6,84,,,,,Yes,"As noted for NN1, photos are much darker than the onsite conditions when photos taken. Need to check camera settings. ","[https://biocollect.ala.org.au/image?id=NN1.2_Across.jpg, https://biocollect.ala.org.au/image?id=NN1.2_Upstream.jpg, https://biocollect.ala.org.au/image?id=NN1.2_Downstream.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",11/6/20,2:05 PM,,1,Bellingen Riverwatch,1,,Fresh,Moderate,40,Medium,,18.5,18,6.5,60,7,0.02,7.6,80,,,,,Yes,"Site shaded by trees, light cloud at testing time. Water temperature reading seemed high cf  . Retested gave same result. ","[https://biocollect.ala.org.au/image?id=PLC_Across.jpg, https://biocollect.ala.org.au/image?id=0_NN1.2_Upstream.jpg, https://biocollect.ala.org.au/image?id=NN1.2_PLCreek_Downstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",14/10/20,10:06 AM,"Still sunny morning, part shaded, leaf litter collecting on rocks, some fine silt where low flow. 30+ cattle in neighbouring farm paddock with access to creek for drinking, crossing",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,19,15.5,,70,10,0.08,8.2,83,,,,,Yes,30+ cattle in neighbouring farm paddock with access to creek for drinking/ crossing  approx 200 m upstream from collection point; ,"[https://biocollect.ala.org.au/image?id=0_NN1.2_Across.jpg, https://biocollect.ala.org.au/image?id=0_NN1.2_Downstream.jpg, https://biocollect.ala.org.au/image?id=1_NN1.2_Upstream.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",10/11/20,1:48 PM,"Sunny day, pool shaded by surrounding trees, water running clear, little litter or debris",1,Bellingen Riverwatch,1,,Fresh,Light,,Medium,,23.5,20,6.8,60,,0.10,7.8,86,,,,,Yes,"Used Horiba ph meter for first time at this site; primed meter and did 2 point (4 & 7) calibration and tested sample twice;  
Cattle have been in paddocks upstream for past month","[https://biocollect.ala.org.au/image?id=NN1.2Across.jpg, https://biocollect.ala.org.au/image?id=1_NN1.2_Downstream.jpg, https://biocollect.ala.org.au/image?id=2_NN1.2_Upstream.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",9/12/20,1:41 PM,"Pool and creek shaded, warm sunny day. light breeze, loud cicadas in surrounding trees",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,26,23,6.8,70,10,0.08,6.2,72,,,,,Yes,As for NN1.1 with pH meter,"[https://biocollect.ala.org.au/image?id=20201209_1344NN1.2_Across.jpg, https://biocollect.ala.org.au/image?id=20201209_1344NN1.2_Downstream.jpg, https://biocollect.ala.org.au/image?id=20201209_1345NN1.2Upstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",9/12/20,1:41 PM,"Pool and creek shaded, warm sunny day. light breeze, loud cicadas in surrounding trees",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,26,23,6.8,70,10,0.08,6.2,72,,,,,Yes,As for NN1.1 with pH meter,"[https://biocollect.ala.org.au/image?id=20201209_1344NN1.2_Across.jpg, https://biocollect.ala.org.au/image?id=20201209_1344NN1.2_Downstream.jpg, https://biocollect.ala.org.au/image?id=20201209_1345NN1.2Upstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",13/1/21,1:43 PM,"Cloudy afternoon, good flow in creek, light breeze. Numerous small birds in surrounding trees",1,Bellingen Riverwatch,1,,Fresh,Moderate,,High,,26,22,6.6,50,10,0.06,7.6,87,,,,,Yes,"When doing the 2 point calibration of the Ph meter (4 & 7) the 4 calibration would only calibrate to 3.82 not 4. I repeated the calibration 2 times with the new 4ph solution and it calibrated to 3.82 both times. There was no issue with the 7 calibration. Also, the across photo didn't work  so I have only up and downstream.","[https://biocollect.ala.org.au/image?id=20210113_142318.jpg, https://biocollect.ala.org.au/image?id=20210113_142326.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",9/2/21,12:29 PM,Cloudy day with passing showers,1,Bellingen Riverwatch,1,,Fresh,Moderate,,Medium,,21.5,21,6.6,50,10,0.05,7.8,87,,,,,Yes,"Family on property has created a porous rock weir just below the testing site to make a small safe swimming spot for his younger children, so depth and flow of testing site have been altered.
Weir is visible in across and downstream pictures, water is still flowing well and aside from wider flow and deeper pool may not make too much difference",https://biocollect.ala.org.au/image?id=20210209_NN1.2_Downstream.jpg,YES,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",9/3/21,1:15 PM,"Sunny afternoon, pool shaded by riparian forest, water flowing clear and strong, usual birdlife in trees, heard but only fleeting sightings. Cattle in creek on neighbouring property 400m upstream for past week or so.",1,Bellingen Riverwatch,1,,Fresh,Heavy,,High,,25,21.5,6.3,50,10,0.1,7.4,85,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=20210309_131325.jpg, https://biocollect.ala.org.au/image?id=20210309_131332.jpg, https://biocollect.ala.org.au/image?id=20210309_131338.jpg]",,,,,,,,,,,,,,,,,,,
NN1.2,"Never Never NN1.2 - Never Never River catchment, Promised Land Creek, Gleniffer",-30.3653919,152.883032,"WGS 84, Lat/Lon",14/4/21,12:05 PM,"Sun and cloud, still. No visible silt or debris, creek fast flowing; birds heard when approaching and leaving as sound of water flow too loud while at site",1,Bellingen Riverwatch,1,,Fresh,Moderate,,Medium,,19.5,18,6.7,50,7,0.05,7.4,78,,,,,Yes,Unfortunately I wasn't able to complete the EC test - sorry!,"[https://biocollect.ala.org.au/image?id=20210414_120820.jpg, https://biocollect.ala.org.au/image?id=20210414_120825.jpg, https://biocollect.ala.org.au/image?id=20210414_120830.jpg]",,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never River catchment - Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",14/11/17,1:15 PM,"Light flow in rocky creek, sediment and leaf litter visible in small pools, clear and shaded",,Bellingen Riverwatch,,1,Fresh,Light,,Low,,20,17.5,7,70,10,0.07,8.8,93,,,,,true,Just noted data entry for Available Phos for Sweetwater Creek for 13/12/17 should be 0.02 not 2 as entered,,,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never River catchment - Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",13/12/17,5:10 PM,"Very low water flow, pool still with lots of leaf litter on floor of creek. Deafening cicadas, hot and still in forest",,Bellingen Riverwatch,,,Fresh,Light,,Low,,27,21,7,80,10,0.02,3.8,43,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never River catchment - Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",9/5/18,4:33 PM,"Cool autumn afternoon, fallen palm fronds, leaves and general forest debris around and above collection site, lots of fine silt/decayed leaf litter visible in bottom of pool, easily disturbed. Collected sample carefully. Pool area fully shaded",,Bellingen Riverwatch,,1,Fresh,Light,,Medium,,18.5,17,6.5,70,10,0,7.4,77,,,,,true,"Query 0.00mg/L available phosphate result. Tests for all 5 sites collected done in afternoon and early evening, with 3x zero readings. Does low DO result reflect amount of decaying material, flow rate moderate for this small spring fed creek? ",,,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never River catchment - Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",13/6/18,2:45 PM,"Overcast cool winter afternoon, pool shaded, low flow rate, water very clear with significant quantity of visible sediment/silt on pool bottom",,Bellingen Riverwatch,,1,Fresh,Light,,Low,,15,14,6,70,7,0.04,7.8,76,,,,,true,Fixed DO sample immediately but could not complete testing until following morning. ,,,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never River catchment - Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",11/9/18,8:32 AM,"Cool sunny morning, many forest birds in trees and flying past test site; improved flow in creek after recent rains, water clear when undisturbed  but lots of silt and decaying matter lying in bottom of test pool",,Bellingen Riverwatch,1,1,,Moderate,,Low,,16,13.5,7,60,7,0.03,7.5,73,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never NN1.3 - Never Never River at Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",11/9/19,3:46 PM,"Very low water flow, at times flowing underground in section above pool. Water clear with significant fine sediment and leaf litter on creek bottom. Vines from adjacent tree dislodged and hanging  across pool",1,Bellingen Riverwatch,1,2,Fresh,Nil,,Low,,16,13.5,6,70,10,0.05,7.2,70,,,,,true,,,,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never NN1.3 - Never Never River at Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",11/6/20,2:25 PM,"Forest moist and fresh. Nil wildlife sighted, some distant bird call - pigeons prominent ",1,Bellingen Riverwatch,1,,Fresh,Moderate,40,Medium,,18.5,16,6.5,60,7,0.05,5.8,59,,,,,Yes,"Water flow high and rocks bank too slippery after recent rains to access usual testing pool. Tested approximately 20m upstream, where path crosses creek.  Flow is good, so Oxygen saturation seems low. It is a forest creek so there is a lot of fallen trees and decaying matter in any pools, across the creek up the valley. Will retest in a week or so to see if this was a testing anomaly/ pilot error. Did not have time to retest the sample collected. ","[https://biocollect.ala.org.au/image?id=NN1.3_Sweetwater_Across.jpg, https://biocollect.ala.org.au/image?id=NN1.3_Sweetwater_Downstream.jpg, https://biocollect.ala.org.au/image?id=NN1.3_Sweetwater_Upstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never NN1.3 - Never Never River at Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",14/10/20,12:15 PM,"Still, sunny morning, pool shaded, very low flow but still running visibly through rocks between pools, silt in pool easily disturbed, many birds in surrounding forest",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,23,15.5,,80,10,0.03,7.2,73,,,,,Yes,"As for NN1.1, NN1.2 records no Ph reading as awaiting training with electronic meter","[https://biocollect.ala.org.au/image?id=NN1.3_Across.jpg, https://biocollect.ala.org.au/image?id=NN1.3_Downstream.jpg, https://biocollect.ala.org.au/image?id=NN1.3_Upstream.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never NN1.3 - Never Never River at Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",10/11/20,2:11 PM,"Humid with many insects along creek. While flow is not always on the surface the water is flowing well under gravel and litter and moving slowly through pools, water level in  testing pool low, water clear but high sediment and decaying matter easily disturbed when testing",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,24,19,6.7,70,10,0.01,7.4,80,,,,,Yes,"Used Horiba ph meter for first time - primed meter prior, conducted 2 point (4&7) calibration before testing sample","[https://biocollect.ala.org.au/image?id=0_NN1.3_Across.jpg, https://biocollect.ala.org.au/image?id=0_NN1.3_Upstream.jpg, https://biocollect.ala.org.au/image?id=NN%21.3_Downstream.jpg]",YES,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never NN1.3 - Never Never River at Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",9/12/20,2:14 PM,"Creek now flowing mostly underground through gravel bed, but still 'running' into pools as moving downstream. Usual site very low, so moved downstream to adjacent pool which was deeper. Lots of sticks etc after recent winds, water clear and cool",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,25,19,6.6,90,10,0.03,4.8,52,,,,,Yes,See NN1.1 re pH meter issue re 2 point calibration,"[https://biocollect.ala.org.au/image?id=0_20201209_142001.jpg, https://biocollect.ala.org.au/image?id=20201209_142007.jpg, https://biocollect.ala.org.au/image?id=20201209_142013.jpg]",Yes,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never NN1.3 - Never Never River at Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",9/12/20,2:14 PM,"Creek now flowing mostly underground through gravel bed, but still 'running' into pools as moving downstream. Usual site very low, so moved downstream to adjacent pool which was deeper. Lots of sticks etc after recent winds, water clear and cool",1,Bellingen Riverwatch,1,,Fresh,Light,,Low,,25,19,6.6,90,10,0.03,4.8,52,,,,,Yes,See NN1.1 re pH meter issue re 2 point calibration,"[https://biocollect.ala.org.au/image?id=0_20201209_142001.jpg, https://biocollect.ala.org.au/image?id=20201209_142007.jpg, https://biocollect.ala.org.au/image?id=20201209_142013.jpg]",Yes,,,,,,,,,,,,,,,,,,
NN1.3,"Never Never NN1.3 - Never Never River at Sweet Water Creek, Gleniffer",-30.37116452,152.8743551,"WGS 84, Lat/Lon",13/1/21,2:15 PM,"Cloudy and humid in forest, lots of midgies and mosquitoes, creek running fast and clear, approx 150cm deep  over crossing. Couldn't easily access usual testing pool due to higher flow, so tested at the crossing approximately 20m upstream of usual site ",1,Bellingen Riverwatch,1,,Fresh,Moderate,,High,,24.5,19,6.6,60,10,0.05,8.2,88,,,,,Yes,When doing the 2 point calibration of the Ph meter (4 & 7) the 4 calibration would only calibrate to 3.82 not 4. I repeated the calibration 2 times with the new 4ph solution and it calibrated to 3.82 both times. There was no issue with the 7 calibration,"[https://biocollect.ala.org.au/image?id=20210113_160724.jpg, https://biocollect.ala.org.au/image?id=20210113_160732.jpg, https://biocollect.ala.org.au/image?id=20210113_160738.jpg]",YES,,,,,,,,,,,,,,,,,,
